,name,rating,reviews,type,hq,old,employees
18,Nifco India,3.8,(78 Reviews),Hikarinooka + 2 more,12 years old,51-200 Employees (India),
19,Vikram Hospital,3.9,(78 Reviews),Private,"Bangalore,Karnataka + 4 more",13 years old,501-1k Employees (India)
20,Ocean Sparkle,4.4,(78 Reviews),Hyderabad + 15 more,27 years old,1k-5k Employees (India),
21,S. K Enterprises,4.0,(78 Reviews),Private,"Faridabad,Haryana + 25 more",27 years old,11-50 Employees (India)
22,Data Marshall,3.9,(78 Reviews),Private,"Hyderabad/Secunderabad,Telangana",20 years old,51-200 Employees (India)
23,ARK Infosolution...,3.6,(78 Reviews),Private,"Mumbai,Maharashtra + 9 more",10 years old,201-500 Employees (India)
24,MKU,3.2,(78 Reviews),Private,"Kanpur,Uttar Pradesh + 6 more",37 years old,51-200 Employees (India)
25,Multitex Filtrat...,3.7,(78 Reviews),New Delhi + 1 more,46 years old,51-200 Employees (India),
26,Som Projects (S....,4.1,(78 Reviews),Private,Gurugram + 12 more,36 years old,51-200 Employees (India)
27,Wanfeng Aluminum...,4.3,(78 Reviews),Bawal + 4 more,51-200 Employees (India),,
28,Kommineni Infote...,3.0,(78 Reviews),Private,Hyderabad + 21 more,24 years old,1k-5k Employees (Global)
29,Bhavani Erectors,3.7,(78 Reviews),Private,Kerala + 15 more,37 years old,201-500 Employees (India)
0,CL MICROMED,4.3,(78 Reviews),New Delhi + 10 more,35 years old,51-200 Employees (India),
1,Red Tag,3.9,(78 Reviews),Al Khobar + 11 more,16 years old,11-50 Employees (India),
2,Chinmaya Vidyala...,4.1,(78 Reviews),NGO/NPO,"New Delhi,Delhi + 18 more",69 years old,51-200 Employees (India)
3,Prometric Testin...,3.3,(78 Reviews),Private,"Baltimore,Maryland + 8 more",32 years old,11-50 Employees (India)
4,Kemwell Biopharm...,4.1,(78 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",42 years old,1k-5k Employees (India)
5,Dr B Lal Clinica...,4.2,(78 Reviews),Private,"Jaipur,Rajasthan + 5 more",31 years old,201-500 Employees (India)
6,Bss Microfinance,4.1,(78 Reviews),Bengaluru + 29 more,23 years old,51-200 Employees (India),
7,Polmon Instrumen...,3.8,(78 Reviews),Private,Hyderabad + 1 more,30 years old,51-200 Employees (India)
8,GE Digital,4.0,(78 Reviews),Private,San Ramon + 5 more,11 years old,501-1k Employees (India)
9,Spi Cinemas,4.7,(78 Reviews),Private,"Chennai,Tamil Nadu + 9 more",31 years old,201-500 Employees (India)
10,ThinkPalm Techno...,4.2,(78 Reviews),Private,"Kochi/Cochin,Kerala + 2 more",12 years old,201-500 Employees (India)
11,Tatsuno India,3.7,(78 Reviews),Private,Mumbai + 9 more,16 years old,51-200 Employees (India)
12,The New Indian E...,3.8,(78 Reviews),Private,Chennai + 18 more,90 years old,51-200 Employees (India)
13,Formel D,3.5,(78 Reviews),Private,Troisdorf + 8 more,29 years old,201-500 Employees (India)
14,Patni Computer S...,4.2,(78 Reviews),Private,"Mumbai,Maharashtra + 12 more",80 years old,51-200 Employees (India)
15,GETIT Infoservic...,2.2,(78 Reviews),Private,"Delhi,NCT + 18 more",36 years old,11-50 Employees (India)
16,Orange Mantra,4.0,(78 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",21 years old,51-200 Employees (India)
17,Rotex,3.9,(78 Reviews),Public,Mumbai + 7 more,55 years old,201-500 Employees (India)
18,SS Construction,4.1,(78 Reviews),Private,Chandigarh + 18 more,44 years old,51-200 Employees (India)
19,ARC Document Sol...,3.6,(78 Reviews),Private,San Ramon + 1 more,34 years old,201-500 Employees (India)
20,Marvel Realtors,3.3,(78 Reviews),Private,Pune + 1 more,21 years old,501-1k Employees (India)
21,Ramraj Cotton,3.9,(78 Reviews),Private,"Tirupur/Tiruppur,Tamil Nadu + 9 more",39 years old,1k-5k Employees (Global)
22,MSC Technology I...,3.9,(78 Reviews),Private,"Chennai,Tamil Nadu + 3 more",15 years old,1k-5k Employees (India)
23,Bobst India,4.0,(78 Reviews),Private,Mex + 5 more,132 years old,201-500 Employees (India)
24,Ddrc Srl Diagnos...,3.6,(78 Reviews),Private,"Ernakulam,Kerala + 11 more",39 years old,1k-5k Employees (India)
25,COSMO Infrasolut...,4.2,(78 Reviews),Jaipur + 10 more,22 years old,501-1k Employees (India),
26,Birla Precision ...,3.6,(78 Reviews),Public,Mumbai + 10 more,85 years old,201-500 Employees (India)
27,Autocal Solution...,3.2,(78 Reviews),Private,Palghar + 12 more,20 years old,51-200 Employees (India)
28,Dezire Research,4.4,(78 Reviews),Indore,6 years old,51-200 Employees (India),
29,D A V School,4.3,(78 Reviews),Private,Chamba + 32 more,50k-1 Lakh Employees (India),
0,Government Polyt...,4.4,(78 Reviews),Private,Udhagamandalam + 37 more,40 years old,51-200 Employees (India)
1,Pioneer e Soluti...,4.1,(78 Reviews),Private,"New Delhi,Delhi + 22 more",10 years old,11-50 Employees (India)
2,Starion India,3.9,(78 Reviews),Noida + 8 more,21 years old,51-200 Employees (India),
3,AL Rashid Tradin...,4.2,(78 Reviews),Private,Riyadh + 8 more,65 years old,10k-50k Employees (India)
4,Eat 'N' Fit Agro...,3.3,(78 Reviews),Private,"Gurgaon/Gurugram,Haryana + 24 more",8 years old,1-10 Employees (India)
5,Digital Academy ...,4.8,(78 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",7 years old,51-200 Employees (Global)
6,Adda 247,3.7,(78 Reviews),Private,"Gurgaon,Haryana + 4 more",6 years old,51-200 Employees (India)
7,Sahyadri Farmers...,3.8,(78 Reviews),Private,Nashik + 4 more,12 years old,501-1k Employees (India)
8,Gadgetwood Eserv...,4.0,(78 Reviews),Private,"Delhi,NCT + 7 more",9 years old,51-200 Employees (India)
9,Bounce,4.0,(78 Reviews),Private,"Bangalore,Karnataka + 3 more",8 years old,501-1k Employees (India)
10,Infiiloom,4.2,(78 Reviews),Pune + 8 more,51-200 Employees (India),,
11,VASTA BIO-INFORM...,3.7,(78 Reviews),New York + 4 more,501-1k Employees (India),,
12,Meinhardt Group,3.3,(78 Reviews),Private,"Bukit Merah, + 20 more",25 years old,201-500 Employees (India)
13,Kohler Power,4.4,(78 Reviews),Pune + 7 more,51-200 Employees (India),,
14,Fortis Memorial ...,3.8,(78 Reviews),Gurgaon,9 years old,,
15,Celebal Technolo...,4.1,(78 Reviews),"Jaipur,Rajasthan + 6 more",7 years old,1k-5k Employees (India),
16,Dura-Line,4.4,(78 Reviews),Knoxville + 5 more,51 years old,201-500 Employees (India),
17,Jasper Colin Res...,4.5,(78 Reviews),Private,"New York,New York + 5 more",14 years old,201-500 Employees (India)
18,Gartner,4.3,(78 Reviews),Public,"Stamford,Connecticut + 5 more",43 years old,1k-5k Employees (India)
19,Ketsaal Retails,3.4,(78 Reviews),LLP,"Noida,Uttar Pradesh + 1 more",5 years old,201-500 Employees (Global)
20,CI Infotech,4.0,(78 Reviews),Private,New Delhi + 7 more,26 years old,51-200 Employees (India)
21,Ambit Collective,4.6,(78 Reviews),LLP,"New Delhi,Delhi + 4 more",2 years old,51-200 Employees (India)
22,Laminaar Aviatio...,3.7,(78 Reviews),Private,Singapore + 3 more,29 years old,201-500 Employees (India)
23,RWS Moravia,4.0,(78 Reviews),Private,Chalfont St Peter + 4 more,66 years old,5k-10k Employees (India)
24,Lomos Archilabs,4.8,(78 Reviews),Bengaluru/Bangalore + 3 more,51-200 Employees (India),,
25,Agilysys Technol...,3.5,(78 Reviews),Private,"Alpharetta,Georgia",59 years old,501-1k Employees (India)
26,Ncr Eduservices,3.7,(78 Reviews),Private,"Noida,Uttar Pradesh + 6 more",10 years old,201-500 Employees (India)
27,Komatsu,4.3,(91 Reviews),Private,Tokyo + 10 more,101 years old,201-500 Employees (India)
28,Modern Insulator...,3.8,(77 Reviews),Public,Sirohi + 5 more,37 years old,501-1k Employees (India)
29,Atotech,4.0,(77 Reviews),Private,Berlin + 5 more,29 years old,201-500 Employees (India)
0,ISKCON,4.3,(77 Reviews),Private,Mayapur + 14 more,56 years old,51-200 Employees (India)
1,Elevate Services,3.6,(77 Reviews),Private,"Los Angeles,California + 2 more",11 years old,501-1k Employees (India)
2,Nelson Global Pr...,3.6,(77 Reviews),Private,Stoughton + 11 more,83 years old,51-200 Employees (India)
3,Maple Digital Te...,3.8,(77 Reviews),Private,"Mumbai,Maharashtra + 5 more",13 years old,51-200 Employees (India)
4,Desein,3.6,(77 Reviews),Private,New Delhi + 10 more,57 years old,501-1k Employees (India)
5,Streebo,4.5,(77 Reviews),Private,Houston + 1 more,51-200 Employees (India),
6,Mobineers Info S...,4.1,(77 Reviews),"Delhi/NCR,Delhi + 8 more",18 years old,51-200 Employees (India),
7,Krishi Rasayan E...,4.0,(77 Reviews),New Delhi + 20 more,27 years old,201-500 Employees (India),
8,SAP Ariba,4.2,(77 Reviews),"Palo Alto,California + 3 more",26 years old,501-1k Employees (India),
9,Flex Industries,3.6,(77 Reviews),Private,Noida + 8 more,37 years old,1-10 Employees (India)
10,Gsp Power Projec...,4.0,(77 Reviews),Private,New Delhi + 26 more,27 years old,51-200 Employees (India)
11,Talent Sprint,4.2,(77 Reviews),"Hyderabad/Secunderabad,Telangana",14 years old,201-500 Employees (India),
12,Patel Motors,4.3,(77 Reviews),Private,Indore + 2 more,29 years old,11-50 Employees (India)
13,Naga,4.0,(77 Reviews),Public,"Hamburg,Hamburg + 6 more",60 years old,1k-5k Employees (India)
14,Centillion Solut...,3.8,(77 Reviews),Bengaluru + 22 more,16 years old,51-200 Employees (India),
15,Zones Corporate ...,3.7,(77 Reviews),Auburn + 2 more,14 years old,51-200 Employees (India),
16,Maiyas Beverages...,3.4,(77 Reviews),Private,Bengaluru + 10 more,34 years old,201-500 Employees (India)
17,Centex Exports,3.3,(77 Reviews),Private,Ludhiana,53 years old,51-200 Employees (India)
18,Amalgamated Plan...,4.2,(77 Reviews),Private,Kolkata + 8 more,149 years old,201-500 Employees (India)
19,Sharda Cropchem,4.4,(77 Reviews),Public,"Mumbai,Maharashtra + 8 more",35 years old,201-500 Employees (India)
20,Khansaheb Civil ...,4.7,(77 Reviews),Private,Dubai + 6 more,87 years old,1k-5k Employees (India)
21,The Oman Constru...,4.3,(77 Reviews),Muscat + 4 more,57 years old,1 Lakh+ Employees (India),
22,Govind Milk & Mi...,4.3,(77 Reviews),Private,Satara + 11 more,26 years old,51-200 Employees (India)
23,Radiant Polymers,4.2,(77 Reviews),"New Delhi,Delhi + 8 more",33 years old,501-1k Employees (India),
24,Thermo Systems I...,4.1,(77 Reviews),Hyderabad + 12 more,17 years old,501-1k Employees (India),
25,Acrysil,3.8,(77 Reviews),Public,"Bhavnagar,Gujrat + 6 more",35 years old,201-500 Employees (India)
26,Ramco Steels,4.0,(77 Reviews),Faridabad + 1 more,28 years old,51-200 Employees (India),
27,Bafna Motors,3.8,(77 Reviews),Private,"Navi Mumbai,Maharashtra + 11 more",66 years old,201-500 Employees (India)
28,Velammal Educati...,3.5,(77 Reviews),Chennai + 6 more,36 years old,10k-50k Employees (India),
29,Merino Panel Pro...,3.9,(77 Reviews),Kolkata + 14 more,48 years old,501-1k Employees (India),
0,Allahabad High C...,4.2,(77 Reviews),Private,Allahabad + 6 more,153 years old,5k-10k Employees (India)
1,Mitsubishi Power...,4.2,(77 Reviews),Private,Yokohama + 8 more,8 years old,5k-10k Employees (India)
2,Six Red Marbles,3.6,(77 Reviews),Private,Medford + 3 more,26 years old,51-200 Employees (India)
3,IFTM University,3.1,(77 Reviews),Private,Moradabad + 7 more,26 years old,501-1k Employees (India)
4,Mahesh Tutorials,3.5,(77 Reviews),Private,Mumbai + 10 more,34 years old,11-50 Employees (Global)
5,MDeverywhere Ind...,3.2,(77 Reviews),Private,Noida,27 years old,201-500 Employees (India)
6,Basware,3.8,(77 Reviews),Private,Espoo + 1 more,37 years old,501-1k Employees (India)
7,PathPartner Tech...,4.2,(77 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",16 years old,201-500 Employees (India)
8,Meditab Software,3.1,(77 Reviews),Private,"Ahmedabad,Gujarat + 1 more",17 years old,1k-5k Employees (India)
9,GSPL,3.9,(77 Reviews),Public,Gandhinagar + 21 more,43 years old,1k-5k Employees (India)
10,Pegasus InfoCorp,3.0,(77 Reviews),Private,"Mumbai,Maharashtra + 6 more",19 years old,201-500 Employees (India)
11,MFX,3.6,(77 Reviews),Private,Morris Plains + 11 more,21 years old,501-1k Employees (India)
12,Sarva Shiksha Ab...,3.6,(77 Reviews),Private,Chandauli + 33 more,20 years old,501-1k Employees (Global)
13,Delta Power Solu...,4.6,(77 Reviews),Private,Taiwan + 11 more,51 years old,501-1k Employees (India)
14,Quatrro Mortgage...,2.8,(77 Reviews),Private,Marietta + 2 more,16 years old,51-200 Employees (India)
15,Rays Power Infra,4.2,(77 Reviews),Private,"Jaipur,Rajasthan + 8 more",11 years old,201-500 Employees (India)
16,Alps Industries,3.4,(77 Reviews),Public,"Ghaziabad,Uttar Pradesh + 7 more",60 years old,201-500 Employees (India)
17,GTT Communicatio...,3.9,(77 Reviews),Private,McLean,24 years old,201-500 Employees (India)
18,Ultratech Cement...,4.2,(77 Reviews),Mumbai + 38 more,5k-10k Employees (India),,
19,Ramdev Food Prod...,4.3,(77 Reviews),Ahmedabad + 12 more,57 years old,501-1k Employees (India),
20,Doms Industries,3.8,(77 Reviews),Private,"Vapi,Gujarat + 14 more",46 years old,201-500 Employees (India)
21,MicroSpark Softw...,4.7,(77 Reviews),Hyderabad + 1 more,13 years old,201-500 Employees (India),
22,Uttam Sugar Mill...,4.3,(77 Reviews),Public,Noida + 13 more,29 years old,1k-5k Employees (India)
23,Covenant Consult...,4.2,(77 Reviews),Private,"Chennai,Tamil Nadu + 4 more",19 years old,1-10 Employees (India)
24,Porus Laboratori...,4.2,(77 Reviews),Private,Hyderabad + 3 more,28 years old,201-500 Employees (India)
25,Cyient DLM,3.8,(77 Reviews),Hyderabad + 6 more,31 years old,10k+ Employees (Global),
26,Decision Minds,4.6,(77 Reviews),Private,"Milpitas,California + 3 more",51-200 Employees (India),
27,Urjanet Energy S...,4.0,(77 Reviews),Private,"Atlanta,Georgia",12 years old,201-500 Employees (India)
28,Rotodyne Industr...,3.1,(77 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",26 years old,201-500 Employees (India)
29,Auma,4.1,(77 Reviews),Private,Muellheim + 4 more,58 years old,201-500 Employees (India)
0,Livedigital Mark...,2.8,(77 Reviews),Private,Noida + 5 more,9 years old,11-50 Employees (Global)
1,Apollo Telehealt...,4.5,(77 Reviews),Hyderabad/Secunderabad + 17 more,12 years old,51-200 Employees (India),
2,Jain Farm Fresh ...,3.8,(77 Reviews),Public,"Jalgaon,Maharashtra + 10 more",59 years old,201-500 Employees (India)
3,Poonawalla Finan...,3.8,(77 Reviews),Private,"Pune,Maharashtra + 39 more",37 years old,51-200 Employees (India)
4,mPokket,3.1,(77 Reviews),"Kolkata,West Bengal + 2 more",6 years old,501-1k Employees (India),
5,ElringKlinger AG,4.4,(77 Reviews),Private,Dettingen + 2 more,143 years old,51-200 Employees (India)
6,Gram Panchayat,4.0,(77 Reviews),Palakkad + 19 more,,,
7,Ummeed Housing F...,4.4,(77 Reviews),Private,"Gurgaon,Haryana + 14 more",6 years old,201-500 Employees (India)
8,Gensol Engineeri...,4.2,(77 Reviews),Public,"Ahmedabad,Gujarat + 11 more",15 years old,51-200 Employees (India)
9,Meenakshi Missio...,4.5,(77 Reviews),Private,Madurai + 3 more,32 years old,1k-5k Employees (India)
10,Ghantoot Gulf Co...,3.9,(77 Reviews),Abu Dhabi + 2 more,,,
11,Beckman Coulter,3.8,(77 Reviews),Private,"Brea,California + 9 more",87 years old,201-500 Employees (India)
12,Rustomjee Group,4.3,(77 Reviews),Private,"Mumbai,Maharashtra + 5 more",26 years old,501-1k Employees (India)
13,Jal Internationa...,3.9,(79 Reviews),Private,Dammam + 8 more,37 years old,201-500 Employees (India)
14,Fabtech Technolo...,4.1,(76 Reviews),Private,Mumbai + 3 more,23 years old,201-500 Employees (India)
15,Vantage Integrat...,3.3,(76 Reviews),Private,West Midlands + 9 more,32 years old,51-200 Employees (India)
16,Winjit Technolog...,3.8,(76 Reviews),Private,"Nashik,Maharashtra + 1 more",18 years old,201-500 Employees (India)
17,Siemens Building...,3.8,(76 Reviews),Cleveland + 12 more,,,
18,Suhail Bahwan Gr...,4.1,(76 Reviews),LLC,Muscat + 9 more,57 years old,1k-5k Employees (India)
19,Classic Stripes,3.5,(76 Reviews),Private,"Mumbai,Maharashtra + 9 more",35 years old,1k-5k Employees (India)
20,STAR TV,4.1,(76 Reviews),Private,Mumbai + 14 more,31 years old,201-500 Employees (Global)
21,Contentra Techno...,2.4,(76 Reviews),Private,New Delhi + 1 more,18 years old,501-1k Employees (Global)
22,Bioworld Merchan...,3.8,(76 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",14 years old,201-500 Employees (India)
23,Avontix,3.5,(76 Reviews),Private,"Hyderabad/Secunderabad,Telangana",8 years old,51-200 Employees (India)
24,SysArc Infomatix,3.7,(76 Reviews),Private,"Chennai,Tamil Nadu + 3 more",25 years old,11-50 Employees (India)
25,Genisys Informat...,3.5,(76 Reviews),Private,"London,England + 1 more",17 years old,501-1k Employees (India)
26,Tirupati Group,4.0,(76 Reviews),Public,"Sirmour,Himachal Pradesh + 6 more",17 years old,1k-5k Employees (India)
27,Kapston Faciliti...,3.7,(76 Reviews),Public,Hyderabad + 14 more,13 years old,501-1k Employees (India)
28,Delcure Life Sci...,3.5,(76 Reviews),Thane + 14 more,9 years old,51-200 Employees (India),
29,Centurion Univer...,4.1,(76 Reviews),Private,"Bhubaneswar,Odisha + 11 more",25 years old,201-500 Employees (India)
0,Deccan Cements,4.3,(76 Reviews),Public,Hyderabad + 5 more,43 years old,501-1k Employees (India)
1,Tirupati Group,4.0,(76 Reviews),Public,"Sirmour,Himachal Pradesh + 6 more",17 years old,1k-5k Employees (India)
2,Genisys Informat...,3.5,(76 Reviews),Private,"London,England + 1 more",17 years old,501-1k Employees (India)
3,Eastern Book Com...,3.8,(76 Reviews),Private,Lucknow + 8 more,80 years old,51-200 Employees (India)
4,Cheminova,4.2,(76 Reviews),Private,Lemwig + 21 more,84 years old,1k-5k Employees (India)
5,PSG Hospitals,3.8,(76 Reviews),Tamil Nadu + 3 more,96 years old,11-50 Employees (India),
6,Geltec,3.4,(76 Reviews),Private,Mumbai + 4 more,20 years old,201-500 Employees (India)
7,Epp Composites,3.0,(76 Reviews),Private,Rajkot + 3 more,36 years old,501-1k Employees (India)
8,Eskag Pharma,3.3,(76 Reviews),Kolkata + 9 more,45 years old,201-500 Employees (India),
9,Ramani Ice Cream...,4.2,(76 Reviews),Private,Bhopal + 13 more,34 years old,201-500 Employees (India)
10,MasterSoft ERP S...,3.3,(76 Reviews),Private,"Nagpur,Maharashtra + 5 more",27 years old,51-200 Employees (India)
11,BANKEDGE,4.3,(76 Reviews),Private,"Mumbai,Maharashtra + 15 more",7 years old,51-200 Employees (Global)
12,DB Engineering &...,4.4,(76 Reviews),"Berlin,Berlin + 7 more",56 years old,201-500 Employees (India),
13,East India Techn...,3.2,(76 Reviews),Private,Bengaluru + 4 more,33 years old,51-200 Employees (India)
14,Karbonn Mobile,4.1,(76 Reviews),Private,Bengaluru + 23 more,13 years old,201-500 Employees (India)
15,Sharadha Terry P...,4.0,(76 Reviews),Private,"Coimbatore,Tamil Nadu + 6 more",30 years old,1k-5k Employees (India)
16,West Bengal Powe...,4.1,(76 Reviews),Public,Kolkata + 4 more,37 years old,1k-5k Employees (Global)
17,Mepro Pharmaceut...,4.3,(76 Reviews),Mumbai + 5 more,40 years old,1k-5k Employees (India),
18,Deepak Fasteners,3.8,(76 Reviews),Ludhiyana + 3 more,64 years old,1k-5k Employees (India),
19,Ashiana Homes,4.1,(76 Reviews),Private,"Delhi/NCR,Delhi + 5 more",43 years old,51-200 Employees (India)
20,Prateek Group,3.1,(76 Reviews),Private,"Noida,Uttar Pradesh + 1 more",17 years old,501-1k Employees (India)
21,Growel Softech,2.7,(76 Reviews),Private,"Pune,Maharashtra + 4 more",23 years old,201-500 Employees (India)
22,Medvarsity Onlin...,3.3,(76 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 3 more",22 years old,201-500 Employees (India)
23,Object Technolog...,3.8,(76 Reviews),Private,"Overland Park,Kansas + 5 more",12 years old,201-500 Employees (India)
24,Simbhaoli Sugars,3.4,(76 Reviews),Public,"Noida,Uttar Pradesh + 9 more",89 years old,1k-5k Employees (India)
25,Promac Engineeri...,4.1,(76 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 2 more",50 years old,501-1k Employees (India)
26,Bioworld Merchan...,3.8,(76 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",14 years old,201-500 Employees (India)
